Category,Name,Phone_1,Phone_2,Phone_3,Email,Location,Area,Governorate,Country,About,Website,Fax,URL,Facebook,Instagram,LinkedIn,Twitter,YouTube
advertising-&-marketing-services,Beautyflex Plastisol Inks Inc,,,,,"220 veena dalwai industrial estate,s.v.road,oshiwara,jogeshwari west, mumbai 400102.India , Jeddah, Makkah Province, Saudi Arabia",220 veena dalwai industrial estate,Makkah Province,Saudi Arabia,"Beautiful Groups Inc.Estd: 1977. Promoted Beautyflex Plastisol Inks.1993 Origin: Mumbai India. We are the 1st [since 1993] indigenous Manufacturer & Exporter of plastisol inks & products and Heat Transfers in India since then there is no looking back. We have been acclaimed and honoured by prestigious institutions of our country for our achievements and developments. BRAND NAME: BEAUTYFLEX Heat Transfer Press Machine manufacturers,exporters of Heat Transfer Ink, Heat Transfer Press Machine su...",http://www.beautyflexplastisol.com,,https://arablocal.com/business/view/beautyflex-plastisol-inks-inc,,,,,
accomodation,Al Amrosiyah Furnished Hotel Suites,+966 138994448,,,,"Khobar North, Al Khobar, Khobar North, Al Khobar, Eastern Province, Saudi Arabia",Khobar North,Eastern Province,Saudi Arabia,Al Amrosiyah Furnished Hotel Suites,,,https://arablocal.com/business/view/al-amrosiyah-furnished-hotel-suites,,,,,
accessory,Alkaab Alfiddi Trading Establishment,+966 14118800,,,,"P.O. Box: 53935 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",P.O. Box: 53935,Riyadh Province,Saudi Arabia,"ALKAAB ALFIDDI TRADING EST is located in Riyadh, Saudi Arabia. Company is working in Clothing and Accessories, Shoes business activities.",,,https://arablocal.com/business/view/alkaab-alfiddi-trading-establishment,,,,,
accounting,Al Fouzan And Banaja Legal Accountants,+966 38972099,,,,"Khobar, P.O.Box : 4803, Khobar, Khobar, Al Khobar, Eastern Province, Saudi Arabia",Khobar,Eastern Province,Saudi Arabia,"Al Fouzan & Banaja Legal Accountants Is Located In Al Khobar, Saudi Arabia. Company Is Working In Audit And Accounting Business Activities.",,,https://arablocal.com/business/view/al-fouzan--and--banaja-legal-accountants,,,,,
advertising-&-marketing-services,Bait Altajhizat For Marketing,,,,,"Po Box 62570 11595 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Po Box 62570 11595,Riyadh Province,Saudi Arabia,"BAIT ALTAJHIZAT FOR MARKETING is located in Riyadh, Saudi Arabia. Company is working in business activities.",,,https://arablocal.com/business/view/bait-altajhizat-for-marketing,,,,,
accomodation,Shammas Hotel Suites,+966 138094314,,,,"Al Salam Dist., Dammam, Al Salam Dist., Dammam, Eastern Province, Saudi Arabia",Al Salam Dist.,Eastern Province,Saudi Arabia,Shammas Hotel Suites,,,https://arablocal.com/business/view/shammas-hotel-suites,,,,,
accessory,Aljoumara Est Abdul Rahman F Alsheibani,+966 6446687,,,,"P.O.Box No : 17448 21484 , Jeddah, Makkah Province, Saudi Arabia",P.O.Box No : 17448 21484,Makkah Province,Saudi Arabia,"AL-JOUMARA EST. (ABDUL RAHMAN F. AL-SHEIBANI) is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Jewellery, Watches and Clocks business activities.",,,https://arablocal.com/business/view/aljoumara-est-abdul-rahman-f-alsheibani,,,,,
accounting,Al Salamah Public Accountants,+966 14794490,,,,"P.O.Box : 40445, Malaz Dist., Riyadh, Riyadh Province, Saudi Arabia",P.O.Box : 40445,Riyadh Province,Saudi Arabia,"Al Salamah Public Accountants Is Located In Riyadh, Saudi Arabia. Company Is Working In Audit And Accounting Business Activities.",,,https://arablocal.com/business/view/al-salamah-public-accountants,,,,,
accessory,Alistishraq Trading Est,+966 6454741,,,,"P.O. Box: 136463 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 136463,Makkah Province,Saudi Arabia,"AL-ISTISHRAQ TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/alistishraq-trading-est,,,,,
accessory,Ali Mmusa Hakami Trading Est,+966 6812849,,,,"P.O. Box: 11687 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 11687,Makkah Province,Saudi Arabia,"ALI M.MUSA HAKAMI TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/ali-mmusa-hakami-trading-est,,,,,
advertising-&-marketing-services,Art Area Recording,+966 14115991,,,,"Al Dirah, Riyadh, Riyadh Province, Saudi Arabia",Al Dirah,Riyadh Province,Saudi Arabia,"Art Area Recording is located in Riyadh, Saudi Arabia. Company is working in Advertising business activities.",,,https://arablocal.com/business/view/art-area-recording,,,,,
accounting,Albayouk For Consultancies Management,,,,,"Po Box 514 11391 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Po Box 514 11391,Riyadh Province,Saudi Arabia,"AL-BAYOUK FOR CONSULTANCIES MANAGEMFNT is located in Riyadh, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/albayouk-for-consultancies-management,,,,,
accounting,Al Bassam Certified Accountant And Auditors,+966 26522936,+966 26522703,,,"Sharafiyah Dist., P.O.Box : 15651, Sharafiyah Dist., Sharafiyah Dist., Jeddah, Makkah Province, Saudi Arabia",Sharafiyah Dist.,Makkah Province,Saudi Arabia,"Al Bassam Certified Accountant & Auditors Is Located In Jeddah, Saudi Arabia. Company Is Working In Audit And Accounting Business Activities.",,,https://arablocal.com/business/view/al-bassam-certified-accountant--and--auditors,,,,,
advertising-&-marketing-services,Art Media,+966 26173344,,,,"Mushrifah P.O.Box : 13200, Mushrifah , Mushrifah Dist., Jeddah, Makkah Province, Saudi Arabia",Mushrifah P.O.Box : 13200,Makkah Province,Saudi Arabia,"ART MEDIA is located in Jeddah, Saudi Arabia. Company is working in Advertising, Advertising Agencies, Photography business activities.",,,https://arablocal.com/business/view/art-media,,,,,
accomodation,Sami Abdul Rahim Jalal Est.,+966 567304348,+966 126502344,,,"Appartment No. 7, 2nd Floor, Al Samh Building, Toubah Street, Sharafiyah Dist., Jeddah, Sharafiyah Dist., Jeddah, Makkah Province, Saudi Arabia",Appartment No. 7,Makkah Province,Saudi Arabia,Sami Abdul Rahim Jalal Est.,,,https://arablocal.com/business/view/sami-abdul-rahim-jalal-est,,,,,
advertising-&-marketing-services,Arabian Company For Studies Marketing Limited,,,,,"Po Box 6122 11442 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Po Box 6122 11442,Riyadh Province,Saudi Arabia,"ARABIAN COMPANY FOR STUDIES MARKETING LIMITED is located in Riyadh, Saudi Arabia. Company is working in business activities.",,,https://arablocal.com/business/view/arabian-company-for-studies-marketing-limited,,,,,
accounting,Al Robaish Certified Public Accountants Reg No 88,+966 14041332,,,,"Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Riyadh City,Riyadh Province,Saudi Arabia,"Al Robaish Certified Public Accountants Reg No 88 Is Located In Riyadh, Saudi Arabia. Company Is Working In Audit And Accounting Business Activities.",,,https://arablocal.com/business/view/al-robaish-certified-public-accountants-reg-no-88,,,,,
accomodation,Sama Park F. Residental Apartments,+966 536666472,+966 114366685,,,"Al Seteen Street, Al Badeia'ah Dist., Riyadh, Al Badeia'ah Dist., Riyadh, Riyadh Province, Saudi Arabia",Al Seteen Street,Riyadh Province,Saudi Arabia,Sama Park F. Residental Apartments,,,https://arablocal.com/business/view/sama-park-f-residental-apartments,,,,,
advertising-&-marketing-services,Anwar Al Riyadh Exhibition,+966 14211687,,,,"P.O. Box: 31057 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",P.O. Box: 31057,Riyadh Province,Saudi Arabia,"ANWAR AL RIYADH EXHIBITION is located in Riyadh, Saudi Arabia. Company is working in Advertising, T-Shirt Printing business activities.",,,https://arablocal.com/business/view/anwar-al-riyadh-exhibition,,,,,
accounting,Al Bahloul And Partners Accountants,+966 38354201,,,,"Bareed Dist., Dammam, Eastern Province, Saudi Arabia",Bareed Dist.,Eastern Province,Saudi Arabia,"Al Bahloul & Parteners Accountants Is Located In Dammam, Saudi Arabia. Company Is Working In Audit And Accounting Business Activities.",,,https://arablocal.com/business/view/al-bahloul--and--partners-accountants,,,,,
accomodation,Darco Hotel Suites,+966 114642334,,,,"Khurais Road, Riyadh, Khurais Road, Riyadh, Riyadh Province, Saudi Arabia",Khurais Road,Riyadh Province,Saudi Arabia,Darco Hotel Suites,,,https://arablocal.com/business/view/darco-hotel-suites,,,,,
accomodation,Al-Hussain Country Houses,+966 114154362,,,,"Al Thumamah Road, Riyadh, Al Thumamah Road, Riyadh, Riyadh Province, Saudi Arabia",Al Thumamah Road,Riyadh Province,Saudi Arabia,Al-Hussain Country Houses,,,https://arablocal.com/business/view/al-hussain-country-houses,,,,,
accomodation,Beit Al Khair Construction Est.,+966 122874071,,,,"Prince Metab Bin Abdul Aziz St., Jeddah, Prince Metab Bin Abdul Aziz St., Jeddah, Makkah Province, Saudi Arabia",Prince Metab Bin Abdul Aziz St.,Makkah Province,Saudi Arabia,Beit Al Khair Construction Est.,,,https://arablocal.com/business/view/beit-al-khair-construction-est,,,,,
accessory,Alhendown Trading Est,+966 6725957,,,,"P.O. Box: 11177 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 11177,Makkah Province,Saudi Arabia,"AL-HENDOWN TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Shoes business activities.",,,https://arablocal.com/business/view/alhendown-trading-est,,,,,
accomodation,Altheabit Gulf,+966 543231949,+966 126061154,,,"Aziziyah Dist., Jeddah, Aziziyah Dist., Jeddah, Makkah Province, Saudi Arabia",Aziziyah Dist.,Makkah Province,Saudi Arabia,Altheabit Gulf,,,https://arablocal.com/business/view/altheabit-gulf,,,,,
accounting,Al Suwailem Consulting Group,+966 26761932,,,,"Sulaimaniyah Dist., Jeddah, Makkah Province, Saudi Arabia",Sulaimaniyah Dist.,Makkah Province,Saudi Arabia,"AL SUWAILEM CONSULTING GROUP is located in Jeddah, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/al-suwailem-consulting-group,,,,,
accounting,Al Twaijri Accountants Office,+966 14633800,,,,"Ulaya Dist., Riyadh, Riyadh Province, Saudi Arabia",Ulaya Dist.,Riyadh Province,Saudi Arabia,"Al Twaijri Accountants Office is located in Riyadh, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/al-twaijri-accountants-office,,,,,
accessory,Bin Shaihoon Children Dresses Est,+966 26470112,,,,"Mujammah, Jeddah, Makkah Province, Saudi Arabia",Mujammah,Makkah Province,Saudi Arabia,"Bin Shaihoon Children Dresses Est. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing, Kids Shoes business activities.",,,https://arablocal.com/business/view/bin-shaihoon-children-dresses-est,,,,,
accounting,Al Sayyed Al Ayyouti And Partners Legal Accountants And Auditors,+966 26693478,,,,"Rouwais, Rouwais Dist., Jeddah, Makkah Province, Saudi Arabia",Rouwais,Makkah Province,Saudi Arabia,"Al Sayyed Al Ayyouti & Partners - Legal Accountants & Auditors Is Located In Jeddah, Saudi Arabia. Company Is Working In Audit And Accounting Business Activities.",,,https://arablocal.com/business/view/al-sayyed-al-ayyouti--and--partners--legal-accountants--and--auditors,,,,,
accomodation,Green Palace For Parties And Celebrations Baysh Jazan,+966 173420184,,,,"Baysh, Jazan, Baysh, Jazan, Jizan Province, Saudi Arabia",Baysh,Jizan Province,Saudi Arabia,Green Palace For Parties And Celebrations Baysh Jazan,,,https://arablocal.com/business/view/green-palace-for-parties-and-celebrations-baysh-jazan,,,,,
advertising-&-marketing-services,Busines Work Sequence Est,+966 6488026,,,,"P.O. Box: 11189 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 11189,Makkah Province,Saudi Arabia,"BUSINES / WORK SEQUENCE EST. is located in Jeddah, Saudi Arabia. Company is working in Market Research, Data Collection business activities.",,,https://arablocal.com/business/view/busines--work-sequence-est,,,,,
accessory,Bastam Est For Trading And Marketing,+966 14038029,,,,"P.O. Box: 89866 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",P.O. Box: 89866,Riyadh Province,Saudi Arabia,"BASTAM EST FOR TRADING & MARKETING is located in Riyadh, Saudi Arabia. Company is working in Clothing and Accessories, Shoes, Electrical Goods, Furniture business activities.",,,https://arablocal.com/business/view/bastam-est-for-trading--and--marketing,,,,,
accomodation,Al Higgi Hotel,+966 143228842,,,,"Yanbu Al Bahar, Yanbu, Yanbu Al Bahar, Yanbu, Madinah Province, Saudi Arabia",Yanbu Al Bahar,Madinah Province,Saudi Arabia,Al Higgi Hotel,,,https://arablocal.com/business/view/al-higgi-hotel,,,,,
advertising-&-marketing-services,Beladi Publicity And Advertising,+966 26512224,,,,"Sharafiyah Dist., Jeddah, Makkah Province, Saudi Arabia",Sharafiyah Dist.,Makkah Province,Saudi Arabia,"BELADI PUBLICITY & ADVERTISING is located in Jeddah, Saudi Arabia. Company is working in Advertising, Advertising Agencies business activities.",,,https://arablocal.com/business/view/beladi-publicity--and--advertising,,,,,
accessory,Bassam Ali Altobaishi Establishment For Trading,+966 14561143,,,,"Po Box 63232 11595 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Po Box 63232 11595,Riyadh Province,Saudi Arabia,"BASSAM ALI AL TOBAISHI EST FOR TRADING is located in Riyadh, Saudi Arabia. Company is working in Clothing and Accessories, Shoes business activities.",,,https://arablocal.com/business/view/bassam-ali-altobaishi-establishment-for-trading,,,,,
accomodation,Manazel Al Amanah Apartment,+966 531069102,+966 125338048,,,"Al Furkhan Street, Kudi Dist., Makkah Al Mukarrmah, Kudi Dist., Mecca, Makkah Province, Saudi Arabia",Al Furkhan Street,Makkah Province,Saudi Arabia,Manazel Al Amanah Apartment,,,https://arablocal.com/business/view/manazel-al-amanah-apartment,,,,,
advertising-&-marketing-services,Atlas Advertising And Publicity Agency,+966 14111222,,,,"Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Riyadh City,Riyadh Province,Saudi Arabia,"ATLAS ADV & PUB AGENCY is located in Riyadh, Saudi Arabia. Company is working in Advertising, Advertising Agencies business activities.",,,https://arablocal.com/business/view/atlas-advertising--and--publicity-agency,,,,,
accomodation,Al Baydaa Hotel Group - Al Plaza Branch,+966 148406333,,,,"Madinah, Al Madinah Al Munawarah, Madinah, Al Madinah Al Munawarah, Madinah Province, Saudi Arabia",Madinah,Madinah Province,Saudi Arabia,Al Baydaa Hotel Group - Al Plaza Branch,,,https://arablocal.com/business/view/al-baydaa-hotel-group-al-plaza-branch,,,,,
accounting,Al Kharashi Accounting Office,+966 26614242,,,,"Rouwais, Rouwais Dist., Jeddah, Makkah Province, Saudi Arabia",Rouwais,Makkah Province,Saudi Arabia,"Al Kharashi Accounting Office Is Located In Jeddah, Saudi Arabia. Company Is Working In Audit And Accounting Business Activities.",,,https://arablocal.com/business/view/al-kharashi-accounting-office,,,,,
accessory,Basallom Trading Est,+966 26447273,,,,"P.O. Box: 50714 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 50714,Makkah Province,Saudi Arabia,"BASALLOM TRADING EST is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Shoes business activities.",,,https://arablocal.com/business/view/basallom-trading-est,,,,,
advertising-&-marketing-services,Arabian Contracting Service,+966 14625456,,,,"Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Riyadh City,Riyadh Province,Saudi Arabia,"ARABIAN CONTRACTING SERVICE is located in Riyadh, Saudi Arabia. Company is working in Advertising, Advertising Agencies business activities.",,,https://arablocal.com/business/view/arabian-contracting-service,,,,,
accessory,Badraldin Sharifakhonbay Est,+966 6593240,,,,"P.O. Box: 371 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 371,Makkah Province,Saudi Arabia,"BADRALDIN SHARIF.AKHONBAY EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Shoes business activities.",,,https://arablocal.com/business/view/badraldin-sharifakhonbay-est,,,,,
advertising-&-marketing-services,Arabian Press Advertising Agency Taaown Riyadh,+966 14010271,,,,"Al Ta'aown Dist., Riyadh, Riyadh Province, Saudi Arabia",Al Ta'aown Dist.,Riyadh Province,Saudi Arabia,"ARABIAN PRESS ADVERTISING AGENCY is located in Riyadh, Saudi Arabia. Company is working in Advertising, Advertising Agencies business activities.",,,https://arablocal.com/business/view/arabian-press-advertising-agency-taaown-riyadh,,,,,
accessory,Basem A Al Habshi Est For Trading,+966 14956139,,,,"P.O. Box: 41414 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",P.O. Box: 41414,Riyadh Province,Saudi Arabia,"BASEM A. AL - HABSHI EST FOR TRADING is located in Riyadh, Saudi Arabia. Company is working in Clothing and Accessories, Shoes business activities.",,,https://arablocal.com/business/view/basem-a-al--habshi-est-for-trading,,,,,
accessory,Badeel Est For Trading,+966 14776687,,,,"P.O. Box: 41316 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",P.O. Box: 41316,Riyadh Province,Saudi Arabia,"BADEEL EST FOR TRADING is located in Riyadh, Saudi Arabia. Company is working in Clothing and Accessories, Electrical Goods, Building Materials, Car Parts and Accessories, Bicycles business activities.",,,https://arablocal.com/business/view/badeel-est-for-trading,,,,,
