Name,Phone_1,Email,Location,Area,Governorate,Country,About,Website,URL,Instagram,LinkedIn,Twitter,YouTube
Almashole Trading Est,+966 6274208,,"P.O. Box: 18365 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 18365,Makkah Province,Saudi Arabia,"ALMASHOLE TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/almashole-trading-est,,,,
Almontadayat Trading Est,+966 6587787,,"P.O. Box: 51155 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 51155,Makkah Province,Saudi Arabia,"ALMONTADAYAT TRADING EST is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/almontadayat-trading-est,,,,
Aljaadabi Stores,+966 6435076,,"P.O. Box: 4315 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 4315,Makkah Province,Saudi Arabia,"AL-JAADABI STORES. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/aljaadabi-stores,,,,
Alkahtani Est,+966 6474905,,"P.O. Box: 20953 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 20953,Makkah Province,Saudi Arabia,"AL-KAHTANI EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/alkahtani-est,,,,
Ali M Ali Albanjari Alghamdi Trading Est,+966 6932339,,"P.O. Box: 22617 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 22617,Makkah Province,Saudi Arabia,"ALI M. ALI AL-BANJARI AL-GHAMDI TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/ali-m-ali-albanjari-alghamdi-trading-est,,,,
Ali Alamoudi Trading Est,+966 6426812,,"P.O. Box: 16532 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 16532,Makkah Province,Saudi Arabia,"ALI AL-AMOUDI TRDG. EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/ali-alamoudi-trading-est,,,,
Alghaid Trading Est,+966 6444696,,"P.O. Box: 12637 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 12637,Makkah Province,Saudi Arabia,"AL-GHAID TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/alghaid-trading-est,,,,
Braek Mobark Almowalad Trading Est,+966 6479838,,"P.O. Box: 14533 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 14533,Makkah Province,Saudi Arabia,"BRAEK MOBARK AL-MOWALAD TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/braek-mobark-almowalad-trading-est,,,,
Bin Hayel For Furnishing Center,+966 14658345,,"Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Riyadh City,Riyadh Province,Saudi Arabia,"BIN HAYEL FOR FURNISHI CENTER is located in Riyadh, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing, Furniture business activities.",,https://arablocal.com/business/view/bin-hayel-for-furnishing-center,,,,
Basora Trading And Importing,+966 2602121,,"P.O. Box: 946 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 946,Makkah Province,Saudi Arabia,"BA-SORA TRADING AND IMPORTING is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/basora-trading-and-importing,,,,
Bakr Ahmad Ba Hakeem Trading Est,+966 6450455,,"Jeddah, Makkah Province, Saudi Arabia",Jeddah,Makkah Province,Saudi Arabia,"BAKR AHMAD BA HAKEEM TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/bakr-ahmad-ba-hakeem-trading-est,,,,
Badr Hussein Aleedi Trading Est,+966 6453060,,"P.O. Box: 53594 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 53594,Makkah Province,Saudi Arabia,"BADR HUSSEIN AL-EEDI TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/badr-hussein-aleedi-trading-est,,,,
Awad Hamoda Alrabai Trading Est,+966 6476924,,"P.O. Box: 30701 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 30701,Makkah Province,Saudi Arabia,"AWAD HAMODA AL-RABAI TRDG EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/awad-hamoda-alrabai-trading-est,,,,
Baatta Trading Est,+966 6586786,,"P.O. Box: 3336 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 3336,Makkah Province,Saudi Arabia,"BA-ATTA TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/baatta-trading-est,,,,
Aqeeq Marketing International Est,+966 6490840,,"P.O. Box: 42207 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 42207,Makkah Province,Saudi Arabia,"AQEEQ MARKETING INTL EST is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/aqeeq-marketing-international-est,,,,
Alwardi Trading Co,+966 6423336,,"P.O. Box: 552 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 552,Makkah Province,Saudi Arabia,"AL-WARDI TRADING CO. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/alwardi-trading-co,,,,
Alwe Ali Haza Alhamrane Trading Est,+966 6437635,,"P.O. Box: 18047 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 18047,Makkah Province,Saudi Arabia,"ALWE ALI HAZA ALHAMRANE TRADING EST is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/alwe-ali-haza-alhamrane-trading-est,,,,
Alsahaayeb Trading Est Branch,+966 6456331,,"P.O. Box: 24303 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 24303,Makkah Province,Saudi Arabia,"AL-SAHAAYEB TRADING EST. (BRANCH) is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/alsahaayeb-trading-est-branch,,,,
Altharya Trading Est,+966 6171611,,"P.O. Box: 132042 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 132042,Makkah Province,Saudi Arabia,"AL-THARYA TRDG. EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/altharya-trading-est,,,,
Amar Hesham Algesain Trading Est,+966 6435637,,"P.O. Box: 5239 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 5239,Makkah Province,Saudi Arabia,"AMAR HESHAM AL-GESAIN TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/amar-hesham-algesain-trading-est,,,,
Alwasimah Dresmakers,+966 6723549,,"P.O. Box: 6565 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 6565,Makkah Province,Saudi Arabia,"AL-WASIMAH DRESMEKERS. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/alwasimah-dresmakers,,,,
Alrayah Food Stuff Est,+966 6825444,,"P.O. Box: 51630 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 51630,Makkah Province,Saudi Arabia,"AL-RAYAH FOOD STUFF EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/alrayah-food-stuff-est,,,,
Alraqeeb For Fashion,+966 6879799,,"P.O. Box: 7361 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 7361,Makkah Province,Saudi Arabia,"AL-RAQEEB FOR FASHION is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/alraqeeb-for-fashion,,,,
Alqaitan Trading Est,+966 6980140,,"P.O. Box: 6326 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 6326,Makkah Province,Saudi Arabia,"AL-QAITAN TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/alqaitan-trading-est,,,,
Alnuwari Trading Est,+966 6553797,,"P.O. Box: 7310 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 7310,Makkah Province,Saudi Arabia,"AL-NUWARI TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/alnuwari-trading-est,,,,
Alnajm Star Thobes,,,"P.O. Box: 30207 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 30207,Makkah Province,Saudi Arabia,"AL-NAJM (STAR) THOBES is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/alnajm-star-thobes,,,,
Almoniffor Trading Est,+966 6206835,,"P.O. Box: 22286 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 22286,Makkah Province,Saudi Arabia,"AL-MONIF.FOR TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/almoniffor-trading-est,,,,
Almazroo Medical Equipments Est,+966 6430424,,"P.O. Box: 5121 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 5121,Makkah Province,Saudi Arabia,"AL-MAZROO MEDICAL EQUIPMENTS EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/almazroo-medical-equipments-est,,,,
Almadhun Trading And Contracting Est,+966 6695762,,"P.O. Box: 9913 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 9913,Makkah Province,Saudi Arabia,"AL-MADHUN TRADING AND CONTRACTING EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/almadhun-trading-and-contracting-est,,,,
Alkyzraan Est,+966 6877169,,"P.O. Box: 9440 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 9440,Makkah Province,Saudi Arabia,"ALKYZRAAN EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/alkyzraan--est,,,,
Aljahmi Lab,+966 6456160,,"Jeddah, Makkah Province, Saudi Arabia",Jeddah,Makkah Province,Saudi Arabia,"AL-JAHMI LAB is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/aljahmi-lab,,,,
Ali Saleh Alyazedi Est,+966 6423062,,"P.O. Box: 11295 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 11295,Makkah Province,Saudi Arabia,"ALI SALEH AL-YAZEDI EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/ali-saleh-alyazedi-est,,,,
Alintiash Trading Est,+966 6548809,,"P.O. Box: 15949 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 15949,Makkah Province,Saudi Arabia,"AL-INTIASH TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/alintiash-trading-est,,,,
Ali Saed Bin Sawad Est,+966 6875555,,"P.O. Box: 22818 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 22818,Makkah Province,Saudi Arabia,"ALI SAED BIN SAWAD EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/ali-saed-bin-sawad-est,,,,
Ali M Al Qahtani Trading Est,+966 38934953,,"Khobar City, Dammam, Eastern Province, Saudi Arabia",Khobar City,Eastern Province,Saudi Arabia,"Ali M Al Qahtani Trading Est is located in Dammam, Saudi Arabia. Company is working in Kids, Baby Clothing business activities.",,https://arablocal.com/business/view/ali-m-al-qahtani-trading-est,,,,
Ali Mahdi Aldeani Trading Est,+966 6422254,,"P.O. Box: 7264 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 7264,Makkah Province,Saudi Arabia,"ALI MAHDI AL-DEANI TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/ali-mahdi-aldeani-trading-est,,,,
Ali Muhammad Ba Bhair Trading Est,+966 6915424,,"P.O. Box: 18860 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 18860,Makkah Province,Saudi Arabia,"ALI MUHAMMAD BA BHAIR TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/ali-muhammad-ba-bhair-trading-est,,,,
Ali Hassan Ali Subyani Trading Est,+966 2310216,,"P.O. Box: 104799 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 104799,Makkah Province,Saudi Arabia,"ALI HASSAN ALI SUBYANI TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/ali-hassan-ali-subyani-trading-est,,,,
Ali Ghalib Al Eisayi Est,+966 6427645,,"P.O. Box: 17856 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 17856,Makkah Province,Saudi Arabia,"ALI GHALIB AL EISAYI EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/ali-ghalib-al-eisayi-est,,,,
Ali Alnhdi For Trading Est,+966 6175826,,"P.O. Box: 51164 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 51164,Makkah Province,Saudi Arabia,"ALI AL-NHDI FOR TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,https://arablocal.com/business/view/ali-alnhdi-for-trading-est,,,,
Ali Al Bidiwi Accessories Trading Est,+966 26442963,,"Bab Makkah Dist., Jeddah, Makkah Province, Saudi Arabia",Bab Makkah Dist.,Makkah Province,Saudi Arabia,"Ali Al Bidiwi Accessories Trading Est. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Clothes Shops business activities.",,https://arablocal.com/business/view/ali-al-bidiwi-accessories-trading-est,,,,
Bigest Hall For Garments,+966 72221648,,"Khamis Mushait, Asir, Asir Province, Saudi Arabia",Khamis Mushait,Asir Province,Saudi Arabia,"Bigest Hall For Garments is located in Khamis Mushait, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing, Kids Shoes business activities.",,https://arablocal.com/business/view/bigest-hall-for-garments,,,,
ProcureIn,+966 567650690,info@procurein.net,"1st Industrial City, Riyadh, Riyadh Province, Saudi Arabia",1st Industrial City,Riyadh Province,Saudi Arabia,"ProcureIn is a platform created by a team with over 40 years of collective experience in various fields including management, operations, IT, and strategy. Our goal is to assist small and medium-sized enterprises (SMEs) with their daily purchasing needs, particularly those related to reactive purchases. ProcureIn helps SMEs to minimize procurement costs by eliminating the need for in-person purchasing and reducing the risk of fraud and theft. We are not an enterprise resource planning (ERP) s...",http://www.procurein.net,https://arablocal.com/business/view/procurein,https://www.instagram.com/procurein,https://www.linkedin.com/company/82615594,https://twitter.com/ProcureInNet,https://www.youtube.com/channel/UC1UsRZsQx4Q8kEdssbdy-VQ
