Category,Name,Phone_1,Phone_2,Phone_3,Email,Location,Area,Country,About,Website,Rating,Views,Fax,URL,Facebook,Instagram,LinkedIn,Twitter,YouTube
security,Al Dastoor Contg Trading LLC,+968 24820100,+968 24820102,+968 24820103,,"Near Wadi Kabir, Flyover, Way No 6505, Building No 1121 -",Muttrah,Oman,Al Dastoor Contg Trading LLC,http://www.dastoor.com,0,1165,,https://oman.arablocal.com/business/view/al-dastoor-contg-trading-llc,,,,,
security,Al Saidi Engineering And Trading LLC,+968 24593009,,,info@alsaidigroup.com,Al Gubra North.Infront Of Sport Complex Al Gubra -,Al Khuwiar,Oman,Al Saidi Engineering And Trading LLC,http://www.alsaidigroup.com,0,1180,,https://oman.arablocal.com/business/view/al-saidi-engineering-and-trading-llc,,,,,
schools-,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/masabeh-al-huda-for-holy-quran-school,,,,,
schools-,Salalah International School,+968 23320100,+968 98064700,+968 23320200,info@sisoman.com,"P.O. Box 268, Postal Code 214,Dahariz Salalah",Salalah,Oman,"Salalah International School (SIS) is the first independent international co-educational school located in Salalah, in the Sultanate of Oman’s Dhofar Governorate, under the supervision of Oman’s Ministry of Education. SIS is privately owned and operated by an independent board. The school is a registered Cambridge International School and a full-fledged member of the Council of International Schools (CIS), based out of the Netherlands. Salalah International School aims to create a supportive ...",http://www.edarabia.com/salalah-international-school-salalah-oman/,,1080,,https://oman.arablocal.com/business/view/salalah-international-school,https://www.facebook.com/sisoman/,https://www.instagram.com/salalahinternationalschool/,https://www.linkedin.com/company/salalah-international-school,https://twitter.com/SISOmanTweets,
security,Muscat Security And Safety Equipment,+968 24817700,,,mctsfty@omantel.net.om,Gabroh -Mouscat Al Wadi Al Kabir -,Hay Al Mina Jibroo,Oman,Muscat Security And Safety Equipment,,0,1155,,https://oman.arablocal.com/business/view/muscat-security-and-safety-equipment,,,,,
security,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/al-kindi-windows-technique-solutions-llc,,,,,
communication-,Majan Telecommunication LLC,+968 24618300,,,hr@rennamobile.com,Al Azaiba Opp Unicef Al Azaiba -,Qurum City Center,Oman,Majan Telecommunication LLC,http://www.rennamobile.com,0,2449,,https://oman.arablocal.com/business/view/majan-telecommunication-llc,,,,,
security,Al Naaji International Establishment,+968 22070800,,,info@alnaji.com,Al Khuwair Tower - Behind Zawawi Mosque Al Khuwair -,Jawaharat Al Shatti,Oman,Al Naaji International Establishment,http://www.alnaji.com,0,1137,,https://oman.arablocal.com/business/view/al-naaji-international-establishment,,,,,
security,Darsait Coast Trading And Contracting LLC,+968 24789026,,,jvrao@omantel.net.om,Darsait Ruwi -,Hay Al Mina Jibroo,Oman,Darsait Coast Trading And Contracting LLC,,0,1133,,https://oman.arablocal.com/business/view/darsait-coast-trading-and-contracting-llc,,,,,
gift-%26-novelty,Al Mashoor Projects Co,+968 23290524,,,,Dhofar -,Salalah,Oman,Al Mashoor Projects Co,,0,1776,,https://oman.arablocal.com/business/view/al-mashoor-projects-co,,,,,
communication-,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/ericsson-oman-llc,,,,,
gift-%26-novelty,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/attic-outdoors-llc,,,,,
security,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/al-duqum-pioneering-project-llc,,,,,
gift-%26-novelty,Al Montaha Trading,+968 23296781,,,almontaha-flowers@hotmail.com,Salalah Opp Lulu Center Dhofar -,Salalah,Oman,Al Montaha Trading,,0,1697,,https://oman.arablocal.com/business/view/al-montaha-trading,,,,,
security,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/aman-devices-for-security-and-safety-llc,,,,,
communication-,National Telephone Services Co LLC,+968 24709281,,,ceo.nts@omzest.com,Ruwi -,Ruwi,Oman,National Telephone Services Co LLC,http://www.nts.com.om,0,2090,,https://oman.arablocal.com/business/view/national-telephone-services-co-llc,,,,,
gift-%26-novelty,Essa Saleh Trading Centre,+968 24700765,,,giftbox@omantel.net.om,Muttrah Near Oman House Muttrah -,Ruwi,Oman,Essa Saleh Trading Centre,,0,1530,,https://oman.arablocal.com/business/view/essa-saleh-trading-centre,,,,,
security,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/kent-interntional-llc,,,,,
communication-,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/muscat-information-technology-services-llc,,,,,
gift-%26-novelty,Rashed Husain And Partner Trade LLC,+968 24830184,,,sslimstone@yahoo.com,Opp Bank Dofar Ruwi -,Ruwi,Oman,Rashed Husain And Partner Trade LLC,,0,1452,,https://oman.arablocal.com/business/view/rashed-husain-and-partner-trade-llc,,,,,
communication-,Barik Group LLC,+968 24485285,,,barik@omantel.net.om,Al Khuwair -,Mina Al Fahal,Oman,Barik Group LLC,http://www.barikgroup.com,0,1831,,https://oman.arablocal.com/business/view/barik-group-llc,,,,,
security,Abdulla Osman Al Raeesi Tradet LLC,+968 24814601,,,rebdoll@omantel.net.om,Al Wadi Al Kabir -,Muscat,Oman,Abdulla Osman Al Raeesi Tradet LLC,,0,1039,,https://oman.arablocal.com/business/view/abdulla-osman-al-raeesi-tradet-llc,,,,,
gift-%26-novelty,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/advanced-muscat-horizon-general-trading-llc,,,,,
communication-,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/intertech-oman,,,,,
communication-,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/modern-information-technology-iton-llc,,,,,
gift-%26-novelty,Al Kaas,+968 24797991,,,alkaas@omantel.net.om,Area :,Ruwi,Oman,,http://www.alkaasint.com,0,1421,,https://oman.arablocal.com/business/view/al-kaas,,,,,
gift-%26-novelty,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/movelties-house-llc,,,,,
communication-,Urich Computer Systems Co LLC,+968 24700365,,,company@urichco.com,"Baith Kawter B Building No 5043, Way No 2968 Al Noor Street, Ruwi -",Al Wadi Al Kabir,Oman,Urich Computer Systems Co LLC,http://www.urichco.com,0,1743,,https://oman.arablocal.com/business/view/urich-computer-systems-co-llc,,,,,
schools-,Dorat Al Khaleej Private School Ghubra Branch,+968 24493206,,,info@dorat-alkhaleej.com,"North Ghubra,muscat",Al Ghubra,Oman,Dorat AL-Khaleej Private School in Al Ghubra area is a comprehensive twelve-year private sector school enrolling around 1300 students in grades 1–12. The school was established in 2003 (06/08/2003) and its first senior class graduated in 2012. Dorat AL-Khaleej Private School is accredited by Cambridge University.,http://dak.edu.om/about/al-ghubra-branch,,1000,,https://oman.arablocal.com/business/view/dorat-al-khaleej-private-school-ghubra-branch,,https://www.instagram.com/dakschool/,,,
gift-%26-novelty,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/souhair-battash-trade,,,,,
schools-,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/al-ibdaa-private-school,,,,,
communication-,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/infoline-llc,,,,,
schools-,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/al-injaz-private-school,,,,,
schools-,OLD INDIAN SCHOOL Al Hail,,,,,"J6FH+773, Seeb, Oman",Al Seeb,Oman,OLD INDIAN SCHOOL Al Hail,,,987,,https://oman.arablocal.com/business/view/old-indian-school-al-hail,,,,,
gift-%26-novelty,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/aktar-bin-rasool-baksh-bin-othman-al-balushi,,,,,
communication-,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/global-infotech-llc,,,,,
gift-%26-novelty,Hatta Duty Free Centre,+968 24814853,,,dutyfree@omantel.net.om,Ruwi -,Ruwi,Oman,Hatta Duty Free Centre,,0,1312,,https://oman.arablocal.com/business/view/hatta-duty-free-centre,,,,,
communication-,Park Communication LLC,+968 24476173,,,info.muscat@rezidorparkinn.com,"Al Khuwair, City Centre -",Al Khuwiar,Oman,Park Communication LLC,http://www.parkinn.com/hotel-muscat,0,1568,,https://oman.arablocal.com/business/view/park-communication-llc,,,,,
gift-%26-novelty,Goal Eay Trading,+968 24700710,,,goaleay@yahoo.com,Ruwi -,Ruwi,Oman,Goal Eay Trading,,0,1311,,https://oman.arablocal.com/business/view/goal-eay-trading,,,,,
schools-,Sri Lankan School Muscat,+968 24811005,+968 24811006,+968 24811007,info@slsm.edu.om,P.O.BOX: 2433 Ruwi Postal Code :112,Ruwi,Oman,"The story of Sri Lankan School Muscat started in June 1988 with a very dedicated and devoted group of individuals whose vision was to see a community school for the Sri Lankans in the Sultanate of Oman. The then ambassador, Mr Gamini Gunawardana, the Charge D’ Affairs of the Sri Lankan Embassy, the Late Mr W D Perera, the Late Mr J L Karunadasa, Mr Upul Siriwardena, Mr S Ramanan and Mr Anslem Perera were the stalwarts behind this magnanimous thought which has borne fruit today and is flourish...",http://www.slsm.edu.om/,,968,,https://oman.arablocal.com/business/view/sri-lankan-school-muscat,,,,,
schools-,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/al-rayyan-private-school,,,,,
gift-%26-novelty,Naim Muscat Trading LLC,+968 24567999,,,pmuscat@omantel.net.om,Saeed Plaza Building shop no 10 Al Qurum -,Muscat,Oman,Naim Muscat Trading LLC,http://www.paradisemuscat.com,0,1288,,https://oman.arablocal.com/business/view/naim-muscat-trading-llc,,,,,
schools-,Beaconhouse Al Khuwair Campus,,,,comms.akc@beaconhouse-qrm.edu.om,"Al Khuwair South, Street 2725,Building No. 1/A/2661, Complex No 227, Muscat 116",Al Khuwiar,Oman,"Beaconhouse School Al Khuwair is an accredited partner of Cambridge Assessment International Examinations (CAIE) and follows the British Curriculum through Key Stages 1, 2 and 3, as well as IGCSE at Key Stage 4 and choice of A-Level or General Education Diploma.We believe that student engagement is very important, as are links with our parents and with the community. We feel it is important to get to know every child and every family, and we develop an understanding of every child’s strengths...",http://alkhuwair.beaconhouse.edu.om/enquire-now,,962,,https://oman.arablocal.com/business/view/beaconhouse-al-khuwair-campus,https://www.facebook.com/BeaconhouseAlKhuwair,https://www.instagram.com/BeaconhouseAlKhuwair,,,https://www.youtube.com/channel/UCwdn313DMrUKw-9PUDcT8og
schools-,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/al-hikma-private-school-bousher,,,,,
communication-,Crypto Oman Ltd LLC,+968 24494966,,,,"Oman Oasis, Oman -",Al Rusayl,Oman,Crypto Oman Ltd LLC,,0,1562,,https://oman.arablocal.com/business/view/crypto-oman-ltd-llc,,,,,
communication-,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/saleem-al-kiyumi-trading,,,,,
gift-%26-novelty,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/fashion-point,,,,,
gift-%26-novelty,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/nets-international-co-llc,,,,,
schools-,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/al-zulfa-school-for-holly-quran,,,,,
communication-,Tcil Oman LLC,+968 24817935,,,ahd@teavco.com,Al Khuwair -,Ruwi,Oman,Tcil Oman LLC,,0,1545,,https://oman.arablocal.com/business/view/tcil-oman-llc,,,,,
communication-,Seega International LLC,+968 24543387,,,info@seegaoman.com,Al Khoudh -,Al Khud,Oman,Seega International LLC,,0,1549,,https://oman.arablocal.com/business/view/seega-international-llc,,,,,
schools-,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/al-batinah-international-school,,,,,
communication-,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/digitico,,,,,
gift-%26-novelty,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/magic-gifts-llc,,,,,
communication-,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/we-network-llc,,,,,
schools-,AL Shomoukh International School,+968 96523508,+968 24284756,+968 24284770,admission@alshomoukh.com,"Road 106, Way 208, Building 323 Hay Al Hail, Al Jadeed, Al Hail South, P.O. Box: 938, PC: 130, Al Azaibah Muscat",Al Hail,Oman,"Al Shomoukh International School (SIS) is an International School in South Al Hail in Muscat. It aims to be a beacon of international educational excellence for local and expatriate male and female students using English as the main medium of instruction. Since opening in September 2015, Al Shomoukh International School has been on the leading edge of preparing students for their future, the entire community of Al Shomoukh International School teachers, instructional assistants, administrator...",http://www.alshomoukh.com/,0,910,,https://oman.arablocal.com/business/view/al-shomoukh-international-school,https://www.facebook.com/sismuscat/,https://www.instagram.com/alshomoukhschool/,https://om.linkedin.com/in/al-shomoukh-international-school-953aa0171,https://twitter.com/ShomoukhSchool,https://www.youtube.com/channel/UC7ftr6kS9rUbVWTL-3f_Now
gift-%26-novelty,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/rania,,,,,
schools-,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/new-world-international-school,,,,,
gift-%26-novelty,Al Hasad Al Fadha Trading LLC,+968 24713554,,,,Muttrah Market Muttrah Al Kubra -,Hay Al Mina Jibroo,Oman,Al Hasad Al Fadha Trading LLC,,0,1254,,https://oman.arablocal.com/business/view/al-hasad-al-fadha-trading-llc,,,,,
communication-,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/dhabab-muscat-trade-and-cont-est,,,,,
schools-,The Gulf International School,+968 91143593,,,,"Building Number 188, Way Number 4603, 18 November Street, North Azaiba - Muscat",Al Azaiba,Oman,"The Gulf International School is a non-selective, co-educational, English medium school. Started in September 2013, GIS aims at nurturing students from Kindergarten to Year 13. The school is home to young people from the local and expatriate communities, thus creating a thriving and multicultural learning environment. The curriculum is formulated around the British National Curriculum with suitable modifications taking in to consideration an international mix of students and their requirement...",http://www.giseduom.com/,,908,,https://oman.arablocal.com/business/view/the-gulf-international-school,,,,,
communication-,Al Artqa Telecommtion,+968 24706668,,,alartaqa@omantel.net.om,Ruwi -,Ruwi,Oman,Al Artqa Telecommtion,,0,1432,,https://oman.arablocal.com/business/view/al-artqa-telecommtion,,,,,
gift-%26-novelty,Nejoom Al Salaam LLC,+968 26811881,,,,After Barka Roundabout Barka -,Al Malda,Oman,Nejoom Al Salaam LLC,,,1206,,https://oman.arablocal.com/business/view/nejoom-al-salaam-llc,,,,,
communication-,Al Ameri United Trading LLC,+968 24537778,,,,North Al Mawalah Al Mawalah -,Bid Bid,Oman,Al Ameri United Trading LLC,,0,1343,,https://oman.arablocal.com/business/view/al-ameri-united-trading-llc,,,,,
gift-%26-novelty,Al Batnah Trading Center,+968 24560284,,,,Suq Muttrah -,Ruwi,Oman,Al Batnah Trading Center,,0,1192,,https://oman.arablocal.com/business/view/al-batnah-trading-center,,,,,
